Epoch | Train Loss | Val Loss | Learning Rate
Epoch 133500 | Train Loss: 3.8589e-04 | Val Loss: 9.0119e-04 | LR: 1.00e-04
Epoch 134000 | Train Loss: 3.8585e-04 | Val Loss: 9.5138e-04 | LR: 1.00e-04
Epoch 134500 | Train Loss: 3.8216e-04 | Val Loss: 8.8243e-04 | LR: 1.00e-04
Epoch 135000 | Train Loss: 3.8035e-04 | Val Loss: 8.6281e-04 | LR: 1.00e-04
Epoch 135500 | Train Loss: 3.7839e-04 | Val Loss: 8.5869e-04 | LR: 1.00e-04
Epoch 136000 | Train Loss: 3.7572e-04 | Val Loss: 8.8070e-04 | LR: 1.00e-04
Epoch 136500 | Train Loss: 3.7427e-04 | Val Loss: 8.6734e-04 | LR: 1.00e-04
Epoch 137000 | Train Loss: 3.7341e-04 | Val Loss: 8.3094e-04 | LR: 1.00e-04
Epoch 137500 | Train Loss: 3.7020e-04 | Val Loss: 8.4497e-04 | LR: 1.00e-04
Epoch 138000 | Train Loss: 3.6876e-04 | Val Loss: 8.4640e-04 | LR: 1.00e-04
Epoch 138500 | Train Loss: 3.6721e-04 | Val Loss: 8.5927e-04 | LR: 1.00e-04
Epoch 139000 | Train Loss: 3.6619e-04 | Val Loss: 8.6586e-04 | LR: 1.00e-04
Epoch 139500 | Train Loss: 3.6483e-04 | Val Loss: 8.3782e-04 | LR: 1.00e-04
Epoch 140000 | Train Loss: 3.6355e-04 | Val Loss: 8.3154e-04 | LR: 1.00e-04
Epoch 140500 | Train Loss: 3.6184e-04 | Val Loss: 8.3112e-04 | LR: 1.00e-04
Epoch 141000 | Train Loss: 3.6077e-04 | Val Loss: 8.5592e-04 | LR: 1.00e-04
Epoch 141500 | Train Loss: 3.5947e-04 | Val Loss: 8.7584e-04 | LR: 1.00e-04
Epoch 142000 | Train Loss: 3.5766e-04 | Val Loss: 8.4533e-04 | LR: 1.00e-04
Epoch 142500 | Train Loss: 3.5638e-04 | Val Loss: 8.4033e-04 | LR: 1.00e-04
Epoch 143000 | Train Loss: 3.5589e-04 | Val Loss: 8.2101e-04 | LR: 1.00e-04
Epoch 143500 | Train Loss: 3.5398e-04 | Val Loss: 8.1904e-04 | LR: 1.00e-04
Epoch 144000 | Train Loss: 3.5283e-04 | Val Loss: 8.2036e-04 | LR: 1.00e-04
Epoch 144500 | Train Loss: 3.5206e-04 | Val Loss: 8.1531e-04 | LR: 1.00e-04
Epoch 145000 | Train Loss: 3.5094e-04 | Val Loss: 8.2267e-04 | LR: 1.00e-04
Epoch 145500 | Train Loss: 3.4885e-04 | Val Loss: 8.2445e-04 | LR: 1.00e-04
Epoch 146000 | Train Loss: 3.4807e-04 | Val Loss: 8.2535e-04 | LR: 1.00e-04
Epoch 146500 | Train Loss: 3.4681e-04 | Val Loss: 8.0757e-04 | LR: 1.00e-04
Epoch 147000 | Train Loss: 3.4630e-04 | Val Loss: 7.8498e-04 | LR: 1.00e-04
Epoch 147500 | Train Loss: 3.4442e-04 | Val Loss: 8.0796e-04 | LR: 1.00e-04
Epoch 148000 | Train Loss: 3.4301e-04 | Val Loss: 8.0140e-04 | LR: 1.00e-04
Epoch 148500 | Train Loss: 3.4207e-04 | Val Loss: 7.8885e-04 | LR: 1.00e-04
Epoch 149000 | Train Loss: 3.4090e-04 | Val Loss: 8.0899e-04 | LR: 1.00e-04
Epoch 149500 | Train Loss: 3.3961e-04 | Val Loss: 8.2681e-04 | LR: 1.00e-04
Epoch 150000 | Train Loss: 3.3894e-04 | Val Loss: 7.7934e-04 | LR: 1.00e-04
Epoch 150500 | Train Loss: 3.3745e-04 | Val Loss: 7.8992e-04 | LR: 1.00e-04
Epoch 151000 | Train Loss: 3.3641e-04 | Val Loss: 7.9069e-04 | LR: 1.00e-04
Epoch 151500 | Train Loss: 3.3531e-04 | Val Loss: 7.8355e-04 | LR: 1.00e-04
Epoch 152000 | Train Loss: 3.3449e-04 | Val Loss: 7.8685e-04 | LR: 1.00e-04
Epoch 152500 | Train Loss: 3.3323e-04 | Val Loss: 8.0993e-04 | LR: 1.00e-04
Epoch 153000 | Train Loss: 3.3288e-04 | Val Loss: 7.9862e-04 | LR: 1.00e-04
Epoch 153500 | Train Loss: 3.3130e-04 | Val Loss: 8.0153e-04 | LR: 1.00e-04
Epoch 154000 | Train Loss: 3.3026e-04 | Val Loss: 7.7619e-04 | LR: 1.00e-04
Epoch 154500 | Train Loss: 3.2908e-04 | Val Loss: 7.6834e-04 | LR: 1.00e-04
Epoch 155000 | Train Loss: 3.2890e-04 | Val Loss: 8.2025e-04 | LR: 1.00e-04
Epoch 155500 | Train Loss: 3.2715e-04 | Val Loss: 7.8415e-04 | LR: 1.00e-04
Epoch 156000 | Train Loss: 3.2660e-04 | Val Loss: 8.1023e-04 | LR: 1.00e-04
Epoch 156500 | Train Loss: 3.2515e-04 | Val Loss: 7.5887e-04 | LR: 1.00e-04
Epoch 157000 | Train Loss: 3.2442e-04 | Val Loss: 7.8780e-04 | LR: 1.00e-04
Epoch 157500 | Train Loss: 3.2328e-04 | Val Loss: 7.6288e-04 | LR: 1.00e-04
Epoch 158000 | Train Loss: 3.2255e-04 | Val Loss: 7.6278e-04 | LR: 1.00e-04
Epoch 158500 | Train Loss: 3.2174e-04 | Val Loss: 7.8237e-04 | LR: 1.00e-04
Epoch 159000 | Train Loss: 3.2031e-04 | Val Loss: 7.5673e-04 | LR: 1.00e-04
Epoch 159500 | Train Loss: 3.1976e-04 | Val Loss: 7.5855e-04 | LR: 1.00e-04
Epoch 160000 | Train Loss: 3.1833e-04 | Val Loss: 7.6244e-04 | LR: 1.00e-04
Epoch 160500 | Train Loss: 3.1808e-04 | Val Loss: 7.4864e-04 | LR: 1.00e-04
Epoch 161000 | Train Loss: 3.1655e-04 | Val Loss: 7.7877e-04 | LR: 1.00e-04
Epoch 161500 | Train Loss: 3.1572e-04 | Val Loss: 7.4435e-04 | LR: 1.00e-04
Epoch 162000 | Train Loss: 3.1493e-04 | Val Loss: 7.5281e-04 | LR: 1.00e-04
Epoch 162500 | Train Loss: 3.1370e-04 | Val Loss: 7.3364e-04 | LR: 1.00e-04
Epoch 163000 | Train Loss: 3.1260e-04 | Val Loss: 7.4943e-04 | LR: 1.00e-04
Epoch 163500 | Train Loss: 3.1213e-04 | Val Loss: 7.7447e-04 | LR: 1.00e-04
Epoch 164000 | Train Loss: 3.1076e-04 | Val Loss: 7.3331e-04 | LR: 1.00e-04
Epoch 164500 | Train Loss: 3.1019e-04 | Val Loss: 7.1683e-04 | LR: 1.00e-04
Epoch 165000 | Train Loss: 3.0961e-04 | Val Loss: 7.8350e-04 | LR: 1.00e-04
Epoch 165500 | Train Loss: 3.0861e-04 | Val Loss: 7.4246e-04 | LR: 1.00e-04
Epoch 166000 | Train Loss: 3.0752e-04 | Val Loss: 7.1333e-04 | LR: 1.00e-04
Epoch 166500 | Train Loss: 3.0751e-04 | Val Loss: 7.6188e-04 | LR: 1.00e-04
Epoch 167000 | Train Loss: 3.0564e-04 | Val Loss: 7.1691e-04 | LR: 1.00e-04
Epoch 167500 | Train Loss: 3.0475e-04 | Val Loss: 7.2946e-04 | LR: 1.00e-04
Epoch 168000 | Train Loss: 3.0419e-04 | Val Loss: 7.0797e-04 | LR: 1.00e-04
Epoch 168500 | Train Loss: 3.0360e-04 | Val Loss: 7.2276e-04 | LR: 1.00e-04
Epoch 169000 | Train Loss: 3.0247e-04 | Val Loss: 7.0771e-04 | LR: 1.00e-04
Epoch 169500 | Train Loss: 3.0153e-04 | Val Loss: 7.0714e-04 | LR: 1.00e-04
Epoch 170000 | Train Loss: 3.0071e-04 | Val Loss: 7.1098e-04 | LR: 1.00e-04
Epoch 170500 | Train Loss: 3.0029e-04 | Val Loss: 7.1648e-04 | LR: 1.00e-04
Epoch 171000 | Train Loss: 2.9926e-04 | Val Loss: 7.1591e-04 | LR: 1.00e-04
Epoch 171500 | Train Loss: 2.9815e-04 | Val Loss: 7.0815e-04 | LR: 1.00e-04
Epoch 172000 | Train Loss: 2.9809e-04 | Val Loss: 7.0223e-04 | LR: 1.00e-04
Epoch 172500 | Train Loss: 2.9695e-04 | Val Loss: 7.3280e-04 | LR: 1.00e-04
Epoch 173000 | Train Loss: 2.9634e-04 | Val Loss: 6.8793e-04 | LR: 1.00e-04
Epoch 173500 | Train Loss: 2.9540e-04 | Val Loss: 7.2178e-04 | LR: 1.00e-04
Epoch 174000 | Train Loss: 2.9417e-04 | Val Loss: 6.9635e-04 | LR: 1.00e-04
Epoch 174500 | Train Loss: 2.9424e-04 | Val Loss: 6.9754e-04 | LR: 1.00e-04
Epoch 175000 | Train Loss: 2.9272e-04 | Val Loss: 6.8323e-04 | LR: 1.00e-04
Epoch 175500 | Train Loss: 2.9205e-04 | Val Loss: 7.0717e-04 | LR: 1.00e-04
Epoch 176000 | Train Loss: 2.9133e-04 | Val Loss: 6.8957e-04 | LR: 1.00e-04
Epoch 176500 | Train Loss: 2.9110e-04 | Val Loss: 6.7897e-04 | LR: 1.00e-04
Epoch 177000 | Train Loss: 2.9019e-04 | Val Loss: 6.8276e-04 | LR: 1.00e-04
Epoch 177500 | Train Loss: 2.8879e-04 | Val Loss: 6.8855e-04 | LR: 1.00e-04
Epoch 178000 | Train Loss: 2.8853e-04 | Val Loss: 6.7458e-04 | LR: 1.00e-04
Epoch 178500 | Train Loss: 2.8867e-04 | Val Loss: 6.9819e-04 | LR: 1.00e-04
Epoch 179000 | Train Loss: 2.8717e-04 | Val Loss: 6.8679e-04 | LR: 1.00e-04
Epoch 179500 | Train Loss: 2.8592e-04 | Val Loss: 6.7815e-04 | LR: 1.00e-04
Epoch 180000 | Train Loss: 2.8541e-04 | Val Loss: 6.8210e-04 | LR: 1.00e-04
Epoch 180500 | Train Loss: 2.8435e-04 | Val Loss: 6.8134e-04 | LR: 1.00e-04
Epoch 181000 | Train Loss: 2.8428e-04 | Val Loss: 6.8146e-04 | LR: 1.00e-04
Epoch 181500 | Train Loss: 2.8357e-04 | Val Loss: 6.9635e-04 | LR: 1.00e-04
Epoch 182000 | Train Loss: 2.8231e-04 | Val Loss: 6.7713e-04 | LR: 1.00e-04
Epoch 182500 | Train Loss: 2.8163e-04 | Val Loss: 6.7608e-04 | LR: 1.00e-04
Epoch 183000 | Train Loss: 2.8133e-04 | Val Loss: 6.5487e-04 | LR: 1.00e-04
Epoch 183500 | Train Loss: 2.8035e-04 | Val Loss: 6.5368e-04 | LR: 1.00e-04
Epoch 184000 | Train Loss: 2.7978e-04 | Val Loss: 6.7840e-04 | LR: 1.00e-04
Epoch 184500 | Train Loss: 2.7876e-04 | Val Loss: 6.6931e-04 | LR: 1.00e-04
Epoch 185000 | Train Loss: 2.7814e-04 | Val Loss: 6.6417e-04 | LR: 1.00e-04
Epoch 185500 | Train Loss: 2.7764e-04 | Val Loss: 6.7902e-04 | LR: 1.00e-04
Epoch 186000 | Train Loss: 2.7683e-04 | Val Loss: 6.6487e-04 | LR: 1.00e-04
Epoch 186500 | Train Loss: 2.7601e-04 | Val Loss: 6.5256e-04 | LR: 1.00e-04
Epoch 187000 | Train Loss: 2.7578e-04 | Val Loss: 6.5676e-04 | LR: 1.00e-04
Epoch 187500 | Train Loss: 2.7467e-04 | Val Loss: 6.6410e-04 | LR: 1.00e-04
Epoch 188000 | Train Loss: 2.7415e-04 | Val Loss: 6.5216e-04 | LR: 1.00e-04
Epoch 188500 | Train Loss: 2.7399e-04 | Val Loss: 6.9309e-04 | LR: 1.00e-04
Epoch 189000 | Train Loss: 2.7298e-04 | Val Loss: 6.5979e-04 | LR: 1.00e-04
Epoch 189500 | Train Loss: 2.7211e-04 | Val Loss: 6.4285e-04 | LR: 1.00e-04
Epoch 190000 | Train Loss: 2.7126e-04 | Val Loss: 6.5071e-04 | LR: 1.00e-04
Epoch 190500 | Train Loss: 2.7081e-04 | Val Loss: 6.4530e-04 | LR: 1.00e-04
Epoch 191000 | Train Loss: 2.7058e-04 | Val Loss: 6.3598e-04 | LR: 1.00e-04
Epoch 191500 | Train Loss: 2.6944e-04 | Val Loss: 6.4844e-04 | LR: 1.00e-04
Epoch 192000 | Train Loss: 2.6884e-04 | Val Loss: 6.5096e-04 | LR: 1.00e-04
Epoch 192500 | Train Loss: 2.6816e-04 | Val Loss: 6.4984e-04 | LR: 1.00e-04
Epoch 193000 | Train Loss: 2.6815e-04 | Val Loss: 6.3532e-04 | LR: 1.00e-04
Epoch 193500 | Train Loss: 2.6699e-04 | Val Loss: 6.5021e-04 | LR: 1.00e-04
Epoch 194000 | Train Loss: 2.6597e-04 | Val Loss: 6.4214e-04 | LR: 1.00e-04
Epoch 194500 | Train Loss: 2.6614e-04 | Val Loss: 6.3177e-04 | LR: 1.00e-04
Epoch 195000 | Train Loss: 2.6530e-04 | Val Loss: 6.2959e-04 | LR: 1.00e-04
Epoch 195500 | Train Loss: 2.6443e-04 | Val Loss: 6.2921e-04 | LR: 1.00e-04
Epoch 196000 | Train Loss: 2.6368e-04 | Val Loss: 6.1788e-04 | LR: 1.00e-04
Epoch 196500 | Train Loss: 2.6325e-04 | Val Loss: 6.2179e-04 | LR: 1.00e-04
Epoch 197000 | Train Loss: 2.6273e-04 | Val Loss: 6.3175e-04 | LR: 1.00e-04
Epoch 197500 | Train Loss: 2.6193e-04 | Val Loss: 6.2815e-04 | LR: 1.00e-04
Epoch 198000 | Train Loss: 2.6115e-04 | Val Loss: 6.2616e-04 | LR: 1.00e-04
Epoch 198500 | Train Loss: 2.6055e-04 | Val Loss: 6.1969e-04 | LR: 1.00e-04
Epoch 199000 | Train Loss: 2.5982e-04 | Val Loss: 6.1803e-04 | LR: 1.00e-04
Epoch 199500 | Train Loss: 2.5933e-04 | Val Loss: 6.1690e-04 | LR: 1.00e-04
Epoch 200000 | Train Loss: 2.5867e-04 | Val Loss: 6.1365e-04 | LR: 1.00e-04
Epoch 200500 | Train Loss: 2.5789e-04 | Val Loss: 6.3267e-04 | LR: 1.00e-04
Epoch 201000 | Train Loss: 2.5745e-04 | Val Loss: 6.3899e-04 | LR: 1.00e-04
Epoch 201500 | Train Loss: 2.5734e-04 | Val Loss: 6.0868e-04 | LR: 1.00e-04
Epoch 202000 | Train Loss: 2.5646e-04 | Val Loss: 6.2429e-04 | LR: 1.00e-04
Epoch 202500 | Train Loss: 2.5612e-04 | Val Loss: 6.0068e-04 | LR: 1.00e-04
Epoch 203000 | Train Loss: 2.5540e-04 | Val Loss: 6.1029e-04 | LR: 1.00e-04
Epoch 203500 | Train Loss: 2.5609e-04 | Val Loss: 6.1047e-04 | LR: 1.00e-04
Epoch 204000 | Train Loss: 2.5391e-04 | Val Loss: 6.1011e-04 | LR: 1.00e-04
Epoch 204500 | Train Loss: 2.5387e-04 | Val Loss: 5.9891e-04 | LR: 1.00e-04
Epoch 205000 | Train Loss: 2.5304e-04 | Val Loss: 6.0227e-04 | LR: 1.00e-04
Epoch 205500 | Train Loss: 2.5292e-04 | Val Loss: 5.9608e-04 | LR: 1.00e-04
Epoch 206000 | Train Loss: 2.5199e-04 | Val Loss: 5.9136e-04 | LR: 1.00e-04
Epoch 206500 | Train Loss: 2.5128e-04 | Val Loss: 6.0044e-04 | LR: 1.00e-04
Epoch 207000 | Train Loss: 2.5099e-04 | Val Loss: 6.2920e-04 | LR: 1.00e-04
Epoch 207500 | Train Loss: 2.4995e-04 | Val Loss: 5.9826e-04 | LR: 1.00e-04
Epoch 208000 | Train Loss: 2.4998e-04 | Val Loss: 6.1266e-04 | LR: 1.00e-04
Epoch 208500 | Train Loss: 2.4898e-04 | Val Loss: 5.8635e-04 | LR: 1.00e-04
Epoch 209000 | Train Loss: 2.4858e-04 | Val Loss: 5.9031e-04 | LR: 1.00e-04
Epoch 209500 | Train Loss: 2.4765e-04 | Val Loss: 5.9376e-04 | LR: 1.00e-04
Epoch 210000 | Train Loss: 2.4747e-04 | Val Loss: 5.9440e-04 | LR: 1.00e-04
Epoch 210500 | Train Loss: 2.4655e-04 | Val Loss: 5.9467e-04 | LR: 1.00e-04
Epoch 211000 | Train Loss: 2.4652e-04 | Val Loss: 5.9808e-04 | LR: 1.00e-04
Epoch 211500 | Train Loss: 2.4525e-04 | Val Loss: 5.8570e-04 | LR: 1.00e-04
Epoch 212000 | Train Loss: 2.4563e-04 | Val Loss: 5.9982e-04 | LR: 1.00e-04
Epoch 212500 | Train Loss: 2.4482e-04 | Val Loss: 5.9754e-04 | LR: 1.00e-04
Epoch 213000 | Train Loss: 2.4400e-04 | Val Loss: 5.8180e-04 | LR: 1.00e-04
Epoch 213500 | Train Loss: 2.4429e-04 | Val Loss: 5.7029e-04 | LR: 1.00e-04
Epoch 214000 | Train Loss: 2.4286e-04 | Val Loss: 5.7584e-04 | LR: 1.00e-04
Epoch 214500 | Train Loss: 2.4240e-04 | Val Loss: 6.0509e-04 | LR: 1.00e-04
Epoch 215000 | Train Loss: 2.4187e-04 | Val Loss: 5.8796e-04 | LR: 1.00e-04
Epoch 215500 | Train Loss: 2.4170e-04 | Val Loss: 5.6713e-04 | LR: 1.00e-04
Epoch 216000 | Train Loss: 2.4038e-04 | Val Loss: 5.6957e-04 | LR: 1.00e-04
Epoch 216500 | Train Loss: 2.4057e-04 | Val Loss: 5.8032e-04 | LR: 1.00e-04
Epoch 217000 | Train Loss: 2.3944e-04 | Val Loss: 5.8401e-04 | LR: 1.00e-04
Epoch 217500 | Train Loss: 2.3962e-04 | Val Loss: 5.9308e-04 | LR: 1.00e-04
Epoch 218000 | Train Loss: 2.3866e-04 | Val Loss: 5.7072e-04 | LR: 1.00e-04
Epoch 218500 | Train Loss: 2.3931e-04 | Val Loss: 5.5877e-04 | LR: 1.00e-04
Epoch 219000 | Train Loss: 2.3742e-04 | Val Loss: 5.8712e-04 | LR: 1.00e-04
Epoch 219500 | Train Loss: 2.3745e-04 | Val Loss: 5.5851e-04 | LR: 1.00e-04
Epoch 220000 | Train Loss: 2.3671e-04 | Val Loss: 5.6387e-04 | LR: 1.00e-04
Epoch 220500 | Train Loss: 2.3634e-04 | Val Loss: 5.5752e-04 | LR: 1.00e-04
Epoch 221000 | Train Loss: 2.3537e-04 | Val Loss: 5.6098e-04 | LR: 1.00e-04
Epoch 221500 | Train Loss: 2.3469e-04 | Val Loss: 5.6664e-04 | LR: 1.00e-04
Epoch 222000 | Train Loss: 2.3423e-04 | Val Loss: 5.6531e-04 | LR: 1.00e-04
Epoch 222500 | Train Loss: 2.3419e-04 | Val Loss: 5.6184e-04 | LR: 1.00e-04
Epoch 223000 | Train Loss: 2.3330e-04 | Val Loss: 5.6838e-04 | LR: 1.00e-04
Epoch 223500 | Train Loss: 2.3270e-04 | Val Loss: 5.6097e-04 | LR: 1.00e-04
Epoch 224000 | Train Loss: 2.3238e-04 | Val Loss: 5.4722e-04 | LR: 1.00e-04
Epoch 224500 | Train Loss: 2.3198e-04 | Val Loss: 5.6249e-04 | LR: 1.00e-04
Epoch 225000 | Train Loss: 2.3159e-04 | Val Loss: 5.5936e-04 | LR: 1.00e-04
Epoch 225500 | Train Loss: 2.3159e-04 | Val Loss: 5.4086e-04 | LR: 1.00e-04
Epoch 226000 | Train Loss: 2.3042e-04 | Val Loss: 5.4627e-04 | LR: 1.00e-04
Epoch 226500 | Train Loss: 2.2974e-04 | Val Loss: 5.5250e-04 | LR: 1.00e-04
Epoch 227000 | Train Loss: 2.2912e-04 | Val Loss: 5.4762e-04 | LR: 1.00e-04
Epoch 227500 | Train Loss: 2.2912e-04 | Val Loss: 5.5514e-04 | LR: 1.00e-04
Epoch 228000 | Train Loss: 2.2836e-04 | Val Loss: 5.5261e-04 | LR: 1.00e-04
Epoch 228500 | Train Loss: 2.2839e-04 | Val Loss: 5.5170e-04 | LR: 1.00e-04
Epoch 229000 | Train Loss: 2.2748e-04 | Val Loss: 5.3858e-04 | LR: 1.00e-04
Epoch 229500 | Train Loss: 2.2671e-04 | Val Loss: 5.4012e-04 | LR: 1.00e-04
Epoch 230000 | Train Loss: 2.2648e-04 | Val Loss: 5.4464e-04 | LR: 1.00e-04
Epoch 230500 | Train Loss: 2.2667e-04 | Val Loss: 5.2896e-04 | LR: 1.00e-04
Epoch 231000 | Train Loss: 2.2553e-04 | Val Loss: 5.4123e-04 | LR: 1.00e-04
Epoch 231500 | Train Loss: 2.2519e-04 | Val Loss: 5.2576e-04 | LR: 1.00e-04
Epoch 232000 | Train Loss: 2.2479e-04 | Val Loss: 5.3276e-04 | LR: 1.00e-04
Epoch 232500 | Train Loss: 2.2403e-04 | Val Loss: 5.4735e-04 | LR: 1.00e-04
Epoch 233000 | Train Loss: 2.2362e-04 | Val Loss: 5.2966e-04 | LR: 1.00e-04
Epoch 233500 | Train Loss: 2.2321e-04 | Val Loss: 5.3375e-04 | LR: 1.00e-04
Epoch 234000 | Train Loss: 2.2260e-04 | Val Loss: 5.3262e-04 | LR: 1.00e-04
Epoch 234500 | Train Loss: 2.2224e-04 | Val Loss: 5.3148e-04 | LR: 1.00e-04
Epoch 235000 | Train Loss: 2.2170e-04 | Val Loss: 5.3451e-04 | LR: 1.00e-04
Epoch 235500 | Train Loss: 2.2111e-04 | Val Loss: 5.2756e-04 | LR: 1.00e-04
Epoch 236000 | Train Loss: 2.2046e-04 | Val Loss: 5.2780e-04 | LR: 1.00e-04
Epoch 236500 | Train Loss: 2.2018e-04 | Val Loss: 5.3081e-04 | LR: 1.00e-04
Epoch 237000 | Train Loss: 2.1995e-04 | Val Loss: 5.1956e-04 | LR: 1.00e-04
Epoch 237500 | Train Loss: 2.1943e-04 | Val Loss: 5.3137e-04 | LR: 1.00e-04
Epoch 238000 | Train Loss: 2.1886e-04 | Val Loss: 5.2350e-04 | LR: 1.00e-04
Epoch 238500 | Train Loss: 2.1829e-04 | Val Loss: 5.2511e-04 | LR: 1.00e-04
Epoch 239000 | Train Loss: 2.1806e-04 | Val Loss: 5.1491e-04 | LR: 1.00e-04
Epoch 239500 | Train Loss: 2.1760e-04 | Val Loss: 5.1965e-04 | LR: 1.00e-04
Epoch 240000 | Train Loss: 2.1697e-04 | Val Loss: 5.3267e-04 | LR: 1.00e-04
Epoch 240500 | Train Loss: 2.1678e-04 | Val Loss: 5.2839e-04 | LR: 1.00e-04
Epoch 241000 | Train Loss: 2.1662e-04 | Val Loss: 5.1242e-04 | LR: 1.00e-04
Epoch 241500 | Train Loss: 2.1827e-04 | Val Loss: 5.2798e-04 | LR: 1.00e-04
Epoch 242000 | Train Loss: 2.1582e-04 | Val Loss: 5.0599e-04 | LR: 1.00e-04
Epoch 242500 | Train Loss: 2.1535e-04 | Val Loss: 5.0504e-04 | LR: 1.00e-04
Epoch 243000 | Train Loss: 2.1525e-04 | Val Loss: 5.1446e-04 | LR: 1.00e-04
Epoch 243500 | Train Loss: 2.1367e-04 | Val Loss: 5.0994e-04 | LR: 1.00e-04
Epoch 244000 | Train Loss: 2.1394e-04 | Val Loss: 5.1268e-04 | LR: 1.00e-04
Epoch 244500 | Train Loss: 2.1306e-04 | Val Loss: 5.1165e-04 | LR: 1.00e-04
Epoch 245000 | Train Loss: 2.1283e-04 | Val Loss: 5.2023e-04 | LR: 1.00e-04
Epoch 245500 | Train Loss: 2.1231e-04 | Val Loss: 5.1769e-04 | LR: 1.00e-04
Epoch 246000 | Train Loss: 2.1246e-04 | Val Loss: 4.9544e-04 | LR: 1.00e-04
Epoch 246500 | Train Loss: 2.1182e-04 | Val Loss: 4.9785e-04 | LR: 1.00e-04
Epoch 247000 | Train Loss: 2.1102e-04 | Val Loss: 5.1678e-04 | LR: 1.00e-04
Epoch 247500 | Train Loss: 2.1046e-04 | Val Loss: 5.0207e-04 | LR: 1.00e-04
Epoch 248000 | Train Loss: 2.0990e-04 | Val Loss: 5.0981e-04 | LR: 1.00e-04
Epoch 248500 | Train Loss: 2.0958e-04 | Val Loss: 5.0360e-04 | LR: 1.00e-04
Epoch 249000 | Train Loss: 2.0908e-04 | Val Loss: 5.0062e-04 | LR: 1.00e-04
Epoch 249500 | Train Loss: 2.0920e-04 | Val Loss: 5.1067e-04 | LR: 1.00e-04
Epoch 250000 | Train Loss: 2.0881e-04 | Val Loss: 4.9068e-04 | LR: 1.00e-04
Epoch 250500 | Train Loss: 2.0860e-04 | Val Loss: 4.8961e-04 | LR: 1.00e-04
Epoch 251000 | Train Loss: 2.0754e-04 | Val Loss: 4.9445e-04 | LR: 1.00e-04
Epoch 251500 | Train Loss: 2.0738e-04 | Val Loss: 4.8902e-04 | LR: 1.00e-04
Epoch 252000 | Train Loss: 2.0678e-04 | Val Loss: 4.9258e-04 | LR: 1.00e-04
Epoch 252500 | Train Loss: 2.0643e-04 | Val Loss: 4.9193e-04 | LR: 1.00e-04
Epoch 253000 | Train Loss: 2.0580e-04 | Val Loss: 4.8652e-04 | LR: 1.00e-04
Epoch 253500 | Train Loss: 2.0580e-04 | Val Loss: 4.8649e-04 | LR: 1.00e-04
Epoch 254000 | Train Loss: 2.0518e-04 | Val Loss: 4.9276e-04 | LR: 1.00e-04
Epoch 254500 | Train Loss: 2.0468e-04 | Val Loss: 4.8573e-04 | LR: 1.00e-04
Epoch 255000 | Train Loss: 2.0481e-04 | Val Loss: 4.8257e-04 | LR: 1.00e-04
Epoch 255500 | Train Loss: 2.0475e-04 | Val Loss: 5.0322e-04 | LR: 1.00e-04
Epoch 256000 | Train Loss: 2.0395e-04 | Val Loss: 4.8222e-04 | LR: 1.00e-04
Epoch 256500 | Train Loss: 2.0320e-04 | Val Loss: 4.8455e-04 | LR: 1.00e-04
Epoch 257000 | Train Loss: 2.0309e-04 | Val Loss: 4.9239e-04 | LR: 1.00e-04
Epoch 257500 | Train Loss: 2.0273e-04 | Val Loss: 4.7935e-04 | LR: 1.00e-04
Epoch 258000 | Train Loss: 2.0225e-04 | Val Loss: 4.7833e-04 | LR: 1.00e-04
Epoch 258500 | Train Loss: 2.0190e-04 | Val Loss: 4.9652e-04 | LR: 1.00e-04
Epoch 259000 | Train Loss: 2.0165e-04 | Val Loss: 4.8969e-04 | LR: 1.00e-04
Epoch 259500 | Train Loss: 2.0121e-04 | Val Loss: 4.8919e-04 | LR: 1.00e-04
Epoch 260000 | Train Loss: 2.0059e-04 | Val Loss: 4.7341e-04 | LR: 1.00e-04
Epoch 260500 | Train Loss: 2.0016e-04 | Val Loss: 4.8194e-04 | LR: 1.00e-04
Epoch 261000 | Train Loss: 2.0067e-04 | Val Loss: 4.7239e-04 | LR: 1.00e-04
Epoch 261500 | Train Loss: 1.9990e-04 | Val Loss: 4.9246e-04 | LR: 1.00e-04
Epoch 262000 | Train Loss: 1.9981e-04 | Val Loss: 4.6930e-04 | LR: 1.00e-04
Epoch 262500 | Train Loss: 1.9894e-04 | Val Loss: 4.8769e-04 | LR: 1.00e-04
Epoch 263000 | Train Loss: 1.9841e-04 | Val Loss: 4.7890e-04 | LR: 1.00e-04
Epoch 263500 | Train Loss: 1.9817e-04 | Val Loss: 4.6534e-04 | LR: 1.00e-04
Epoch 264000 | Train Loss: 1.9753e-04 | Val Loss: 4.6451e-04 | LR: 1.00e-04
Epoch 264500 | Train Loss: 1.9755e-04 | Val Loss: 4.7234e-04 | LR: 1.00e-04
Epoch 265000 | Train Loss: 1.9695e-04 | Val Loss: 4.7255e-04 | LR: 1.00e-04
Epoch 265500 | Train Loss: 1.9651e-04 | Val Loss: 4.6792e-04 | LR: 1.00e-04
Epoch 266000 | Train Loss: 1.9619e-04 | Val Loss: 4.7311e-04 | LR: 1.00e-04
Epoch 266500 | Train Loss: 1.9649e-04 | Val Loss: 4.7197e-04 | LR: 1.00e-04
Epoch 267000 | Train Loss: 1.9546e-04 | Val Loss: 4.7461e-04 | LR: 1.00e-04
